# scale           Yd(0,0)         Yd(0,1)         Yd(0,2)         Yd(1,0)         Yd(1,1)         Yd(1,2)         Yd(2,0)         Yd(2,1)         Yd(2,2)         Ye(0,0)         Ye(0,1)         Ye(0,2)         Ye(1,0)         Ye(1,1)         Ye(1,2)         Ye(2,0)         Ye(2,1)         Ye(2,2)         Yu(0,0)         Yu(0,1)         Yu(0,2)         Yu(1,0)         Yu(1,1)         Yu(1,2)         Yu(2,0)         Yu(2,1)         Yu(2,2)         Mu              g1              g2              g3              vd              vu              TYd(0,0)        TYd(0,1)        TYd(0,2)        TYd(1,0)        TYd(1,1)        TYd(1,2)        TYd(2,0)        TYd(2,1)        TYd(2,2)        TYe(0,0)        TYe(0,1)        TYe(0,2)        TYe(1,0)        TYe(1,1)        TYe(1,2)        TYe(2,0)        TYe(2,1)        TYe(2,2)        TYu(0,0)        TYu(0,1)        TYu(0,2)        TYu(1,0)        TYu(1,1)        TYu(1,2)        TYu(2,0)        TYu(2,1)        TYu(2,2)        BMu             mq2(0,0)        mq2(0,1)        mq2(0,2)        mq2(1,0)        mq2(1,1)        mq2(1,2)        mq2(2,0)        mq2(2,1)        mq2(2,2)        ml2(0,0)        ml2(0,1)        ml2(0,2)        ml2(1,0)        ml2(1,1)        ml2(1,2)        ml2(2,0)        ml2(2,1)        ml2(2,2)        mHd2            mHu2            md2(0,0)        md2(0,1)        md2(0,2)        md2(1,0)        md2(1,1)        md2(1,2)        md2(2,0)        md2(2,1)        md2(2,2)        mu2(0,0)        mu2(0,1)        mu2(0,2)        mu2(1,0)        mu2(1,1)        mu2(1,2)        mu2(2,0)        mu2(2,1)        mu2(2,2)        me2(0,0)        me2(0,1)        me2(0,2)        me2(1,0)        me2(1,1)        me2(1,2)        me2(2,0)        me2(2,1)        me2(2,2)        MassB           MassWB          MassG           
1.81748e+09     8.06454e-05     0               0               0               0.00176571      0               0               0               0.0805191       2.46643e-05     0               0               0               0.00509985      0               0               0               0.0861616       4.86887e-06     0               0               0               0.00222533      0               0               0               0.671692        652.771         0.547796        0.674089        0.838574        26.7284         220.204         -0.042596       0               0               0               -0.932629       0               0               0               -41.1225        -0.00463092     0               0               0               -0.957529       0               0               0               -16.1416        -0.00236655     0               0               0               -1.08163        0               0               0               -292.019        -24814.1        305747          0               0               0               305747          0               0               0               280441          85320.9         0               0               0               85320.2         0               0               0               85120.6         83890.7         3733.62         249651          0               0               0               249650          0               0               0               248869          257783          0               0               0               257782          0               0               0               206609          42721.4         0               0               0               42719.9         0               0               0               42310.7         291.56          438.153         703.968         
2.52695e+09     7.97768e-05     0               0               0               0.0017467       0               0               0               0.0797288       2.45687e-05     0               0               0               0.00508008      0               0               0               0.0858316       4.82875e-06     0               0               0               0.00220699      0               0               0               0.668029        652.583         0.550107        0.674835        0.835004        26.7698         219.927         -0.0410636      0               0               0               -0.899079       0               0               0               -39.7118        -0.00453794     0               0               0               -0.938303       0               0               0               -15.8192        -0.00229341     0               0               0               -1.04821        0               0               0               -284.61         -24744.5        297135          0               0               0               297135          0               0               0               273066          84209           0               0               0               84208.3         0               0               0               84016.3         82860           6611.83         241944          0               0               0               241943          0               0               0               241209          250015          0               0               0               250014          0               0               0               201327          42478.1         0               0               0               42476.8         0               0               0               42083           294.1           439.312         698.136         
3.51338e+09     7.89221e-05     0               0               0               0.00172798      0               0               0               0.0789499       2.44731e-05     0               0               0               0.00506031      0               0               0               0.0855015       4.78908e-06     0               0               0               0.00218886      0               0               0               0.664382        652.369         0.552447        0.675583        0.831479        26.8115         219.658         -0.0395746      0               0               0               -0.866477       0               0               0               -38.3376        -0.00444493     0               0               0               -0.919072       0               0               0               -15.4966        -0.00222178     0               0               0               -1.01547        0               0               0               -277.281        -24611.8        288702          0               0               0               288701          0               0               0               265826          83086.9         0               0               0               83086.3         0               0               0               82901.7         81815           9335.24         234425          0               0               0               234424          0               0               0               233734          242433          0               0               0               242433          0               0               0               196142          42228.5         0               0               0               42227.2         0               0               0               41848.5         296.683         440.475         692.4           
4.88487e+09     7.80809e-05     0               0               0               0.00170957      0               0               0               0.0781821       2.43774e-05     0               0               0               0.00504053      0               0               0               0.0851712       4.74985e-06     0               0               0               0.00217093      0               0               0               0.66075         652.128         0.554817        0.676333        0.827998        26.8534         219.397         -0.0381274      0               0               0               -0.834791       0               0               0               -36.9987        -0.00435189     0               0               0               -0.899835       0               0               0               -15.1738        -0.00215163     0               0               0               -0.983406       0               0               0               -270.028        -24416.8        280440          0               0               0               280440          0               0               0               258714          81954.6         0               0               0               81953.9         0               0               0               81776.6         80756           11907.8         227088          0               0               0               227088          0               0               0               226439          235031          0               0               0               235031          0               0               0               191052          41972.2         0               0               0               41971           0               0               0               41607           299.309         441.64          686.758         
6.79174e+09     7.72528e-05     0               0               0               0.00169143      0               0               0               0.0774251       2.42817e-05     0               0               0               0.00502074      0               0               0               0.0848407       4.71104e-06     0               0               0               0.00215319      0               0               0               0.657133        651.86          0.557218        0.677085        0.82456         26.8955         219.144         -0.0367206      0               0               0               -0.80399        0               0               0               -35.6939        -0.00425882     0               0               0               -0.880592       0               0               0               -14.8508        -0.0020829      0               0               0               -0.951993       0               0               0               -262.852        -24160.8        272345          0               0               0               272344          0               0               0               251727          80811.8         0               0               0               80811.2         0               0               0               80640.9         79683           14333.4         219927          0               0               0               219927          0               0               0               219318          227803          0               0               0               227802          0               0               0               186051          41709.2         0               0               0               41707.9         0               0               0               41358.4         301.98          442.809         681.208         
9.44298e+09     7.64375e-05     0               0               0               0.00167358      0               0               0               0.0766788       2.4186e-05      0               0               0               0.00500094      0               0               0               0.08451         4.67264e-06     0               0               0               0.00213564      0               0               0               0.65353         651.565         0.559651        0.677839        0.821164        26.9379         218.899         -0.0353528      0               0               0               -0.774043       0               0               0               -34.4221        -0.00416573     0               0               0               -0.861343       0               0               0               -14.5276        -0.00201556     0               0               0               -0.921214       0               0               0               -255.749        -23844.5        264410          0               0               0               264409          0               0               0               244859          79658.6         0               0               0               79658           0               0               0               79494.6         78596           16615.8         212937          0               0               0               212937          0               0               0               212366          220742          0               0               0               220742          0               0               0               181137          41439           0               0               0               41437.8         0               0               0               41102.4         304.697         443.982         675.747         
1.31292e+10     7.56348e-05     0               0               0               0.00165601      0               0               0               0.0759428       2.40902e-05     0               0               0               0.00498114      0               0               0               0.0841791       4.63466e-06     0               0               0               0.00211828      0               0               0               0.649942        651.245         0.562115        0.678596        0.81781         26.9804         218.663         -0.0340228      0               0               0               -0.744922       0               0               0               -33.1824        -0.0040726      0               0               0               -0.842088       0               0               0               -14.2043        -0.00194956     0               0               0               -0.891048       0               0               0               -248.718        -23468.9        256630          0               0               0               256630          0               0               0               238106          78494.7         0               0               0               78494.1         0               0               0               78337.5         77495.1         18758.5         206113          0               0               0               206112          0               0               0               205577          213845          0               0               0               213844          0               0               0               176306          41161.5         0               0               0               41160.4         0               0               0               40838.8         307.461         445.157         670.374         
1.82543e+10     7.48443e-05     0               0               0               0.0016387       0               0               0               0.0752169       2.39944e-05     0               0               0               0.00496133      0               0               0               0.0838481       4.59707e-06     0               0               0               0.0021011       0               0               0               0.646367        650.898         0.564612        0.679355        0.814495        27.0232         218.434         -0.0327292      0               0               0               -0.716598       0               0               0               -31.9736        -0.00397945     0               0               0               -0.822827       0               0               0               -13.8808        -0.00188486     0               0               0               -0.86148        0               0               0               -241.757        -23035          249000          0               0               0               249000          0               0               0               231465          77320           0               0               0               77319.5         0               0               0               77169.4         76380.3         20765.1         199447          0               0               0               199447          0               0               0               198945          207104          0               0               0               207103          0               0               0               171555          40876.4         0               0               0               40875.4         0               0               0               40567.2         310.274         446.337         665.086         
2.53801e+10     7.40657e-05     0               0               0               0.00162165      0               0               0               0.074501        2.38986e-05     0               0               0               0.00494152      0               0               0               0.0835169       4.55987e-06     0               0               0               0.0020841       0               0               0               0.642805        650.525         0.567143        0.680116        0.811221        27.0662         218.213         -0.0314708      0               0               0               -0.689047       0               0               0               -30.7948        -0.00388627     0               0               0               -0.803561       0               0               0               -13.5571        -0.00182144     0               0               0               -0.832493       0               0               0               -234.865        -22543.7        241515          0               0               0               241514          0               0               0               224931          76134.4         0               0               0               76133.9         0               0               0               75990.3         75251.6         22638.8         192937          0               0               0               192937          0               0               0               192467          200515          0               0               0               200514          0               0               0               166881          40583.5         0               0               0               40582.5         0               0               0               40287.5         313.136         447.52          659.881         
3.52876e+10     7.32989e-05     0               0               0               0.00160486      0               0               0               0.0737947       2.38027e-05     0               0               0               0.00492169      0               0               0               0.0831854       4.52306e-06     0               0               0               0.00206728      0               0               0               0.639257        650.127         0.569707        0.680879        0.807985        27.1094         217.999         -0.0302465      0               0               0               -0.662241       0               0               0               -29.6451        -0.00379306     0               0               0               -0.784288       0               0               0               -13.2332        -0.00175925     0               0               0               -0.804069       0               0               0               -228.041        -21995.8        234169          0               0               0               234169          0               0               0               218499          74937.8         0               0               0               74937.3         0               0               0               74800           74109           24383           186576          0               0               0               186576          0               0               0               186136          194073          0               0               0               194072          0               0               0               162281          40282.5         0               0               0               40281.5         0               0               0               39999.3         316.05          448.706         654.757         
4.90625e+10     7.25434e-05     0               0               0               0.00158832      0               0               0               0.0730979       2.37068e-05     0               0               0               0.00490186      0               0               0               0.0828538       4.48662e-06     0               0               0               0.00205062      0               0               0               0.635722        649.703         0.572307        0.681645        0.804788        27.1529         217.794         -0.0290552      0               0               0               -0.636157       0               0               0               -28.5235        -0.00369982     0               0               0               -0.765009       0               0               0               -12.9092        -0.00169826     0               0               0               -0.776195       0               0               0               -221.283        -21392.4        226959          0               0               0               226959          0               0               0               212168          73730           0               0               0               73729.6         0               0               0               73598.3         72952.6         26000.8         180360          0               0               0               180360          0               0               0               179949          187773          0               0               0               187773          0               0               0               157752          39973           0               0               0               39972           0               0               0               39702.4         319.016         449.896         649.713         
6.82147e+10     7.17991e-05     0               0               0               0.00157203      0               0               0               0.0724103       2.36108e-05     0               0               0               0.00488202      0               0               0               0.082522        4.45055e-06     0               0               0               0.00203413      0               0               0               0.632198        649.253         0.574943        0.682413        0.801628        27.1966         217.596         -0.0278957      0               0               0               -0.610771       0               0               0               -27.4293        -0.00360655     0               0               0               -0.745724       0               0               0               -12.5849        -0.00163844     0               0               0               -0.748854       0               0               0               -214.589        -20734.2        219879          0               0               0               219879          0               0               0               205932          72510.9         0               0               0               72510.5         0               0               0               72385.2         71782.2         27495.3         174285          0               0               0               174285          0               0               0               173902          181611          0               0               0               181610          0               0               0               153291          39654.8         0               0               0               39653.9         0               0               0               39396.4         322.036         451.091         644.747         
9.48431e+10     7.10657e-05     0               0               0               0.00155597      0               0               0               0.0717319       2.35148e-05     0               0               0               0.00486217      0               0               0               0.08219         4.41483e-06     0               0               0               0.00201781      0               0               0               0.628687        648.779         0.577615        0.683183        0.798505        27.2405         217.405         -0.0267671      0               0               0               -0.586061       0               0               0               -26.3614        -0.00351325     0               0               0               -0.726432       0               0               0               -12.2605        -0.00157976     0               0               0               -0.722033       0               0               0               -207.959        -20022.2        212926          0               0               0               212926          0               0               0               199789          71280.3         0               0               0               71279.9         0               0               0               71160.4         70597.9         28869.4         168346          0               0               0               168346          0               0               0               167988          175581          0               0               0               175581          0               0               0               148896          39327.5         0               0               0               39326.6         0               0               0               39081.1         325.112         452.289         639.856         
1.31866e+11     7.0343e-05      0               0               0               0.00154015      0               0               0               0.0710623       2.34188e-05     0               0               0               0.00484231      0               0               0               0.0818578       4.37947e-06     0               0               0               0.00200165      0               0               0               0.625188        648.279         0.580325        0.683956        0.795417        27.2846         217.222         -0.0256684      0               0               0               -0.562004       0               0               0               -25.3193        -0.00341991     0               0               0               -0.707133       0               0               0               -11.9359        -0.00152218     0               0               0               -0.695718       0               0               0               -201.391        -19257.2        206095          0               0               0               206094          0               0               0               193735          70038.1         0               0               0               70037.7         0               0               0               69923.9         69399.6         30125.9         162540          0               0               0               162540          0               0               0               162206          169681          0               0               0               169681          0               0               0               144564          38990.8         0               0               0               38990           0               0               0               38756           328.245         453.49          635.04          
1.83342e+11     6.96307e-05     0               0               0               0.00152455      0               0               0               0.0704014       2.33227e-05     0               0               0               0.00482245      0               0               0               0.0815253       4.34446e-06     0               0               0               0.00198565      0               0               0               0.621701        647.754         0.583073        0.684731        0.792365        27.329          217.046         -0.0245986      0               0               0               -0.538581       0               0               0               -24.302         -0.00332654     0               0               0               -0.687826       0               0               0               -11.6111        -0.00146569     0               0               0               -0.669895       0               0               0               -194.884        -18440.1        199381          0               0               0               199381          0               0               0               187767          68784.1         0               0               0               68783.7         0               0               0               68675.4         68187.3         31267.8         156861          0               0               0               156861          0               0               0               156550          163905          0               0               0               163905          0               0               0               140293          38644.4         0               0               0               38643.6         0               0               0               38421           331.436         454.696         630.296         
2.54912e+11     6.89285e-05     0               0               0               0.00150918      0               0               0               0.069749        2.32266e-05     0               0               0               0.00480257      0               0               0               0.0811927       4.30978e-06     0               0               0               0.0019698       0               0               0               0.618224        647.205         0.585861        0.685508        0.789348        27.3736         216.878         -0.0235567      0               0               0               -0.51577        0               0               0               -23.3089        -0.00323313     0               0               0               -0.668512       0               0               0               -11.2861        -0.00141024     0               0               0               -0.644552       0               0               0               -188.437        -17571.6        192782          0               0               0               192782          0               0               0               181882          67518.1         0               0               0               67517.8         0               0               0               67414.8         66960.9         32297.6         151306          0               0               0               151306          0               0               0               151017          158250          0               0               0               158250          0               0               0               136080          38287.9         0               0               0               38287.1         0               0               0               38075.4         334.689         455.907         625.623         
3.5442e+11      6.82364e-05     0               0               0               0.00149402      0               0               0               0.0691049       2.31304e-05     0               0               0               0.00478268      0               0               0               0.0808598       4.27544e-06     0               0               0               0.0019541       0               0               0               0.614759        646.631         0.588689        0.686288        0.786365        27.4185         216.716         -0.022542       0               0               0               -0.493552       0               0               0               -22.3393        -0.00313967     0               0               0               -0.649189       0               0               0               -10.9608        -0.00135581     0               0               0               -0.619676       0               0               0               -182.049        -16652.7        186294          0               0               0               186294          0               0               0               176078          66240           0               0               0               66239.7         0               0               0               66142           65720.3         33218           145872          0               0               0               145872          0               0               0               145604          152712          0               0               0               152712          0               0               0               131924          37920.8         0               0               0               37920.1         0               0               0               37719.1         338.004         457.121         621.02          
4.92772e+11     6.7554e-05      0               0               0               0.00147908      0               0               0               0.068469        2.30342e-05     0               0               0               0.00476279      0               0               0               0.0805267       4.24142e-06     0               0               0               0.00193855      0               0               0               0.611305        646.033         0.591558        0.68707         0.783415        27.4636         216.562         -0.0215535      0               0               0               -0.47191        0               0               0               -21.3923        -0.00304618     0               0               0               -0.629858       0               0               0               -10.6354        -0.00130238     0               0               0               -0.595255       0               0               0               -175.719        -15684.2        179912          0               0               0               179912          0               0               0               170351          64949.6         0               0               0               64949.3         0               0               0               64856.7         64465.4         34031.5         140555          0               0               0               140555          0               0               0               140306          147287          0               0               0               147286          0               0               0               127821          37542.9         0               0               0               37542.2         0               0               0               37351.6         341.383         458.339         616.484         
6.85132e+11     6.68811e-05     0               0               0               0.00146435      0               0               0               0.067841        2.29379e-05     0               0               0               0.00474288      0               0               0               0.0801934       4.20772e-06     0               0               0               0.00192315      0               0               0               0.607861        645.411         0.594469        0.687855        0.780498        27.5089         216.415         -0.0205905      0               0               0               -0.450824       0               0               0               -20.4675        -0.00295264     0               0               0               -0.610517       0               0               0               -10.3097        -0.00124992     0               0               0               -0.571277       0               0               0               -169.446        -14666.9        173634          0               0               0               173634          0               0               0               164699          63646.7         0               0               0               63646.4         0               0               0               63558.7         63196.2         34740.7         135351          0               0               0               135351          0               0               0               135120          141971          0               0               0               141971          0               0               0               123771          37153.6         0               0               0               37152.9         0               0               0               36972.4         344.828         459.562         612.015         
9.52582e+11     6.62176e-05     0               0               0               0.00144982      0               0               0               0.0672209       2.28415e-05     0               0               0               0.00472296      0               0               0               0.0798598       4.17434e-06     0               0               0               0.00190789      0               0               0               0.604427        644.765         0.597424        0.688642        0.777613        27.5545         216.276         -0.0196521      0               0               0               -0.430278       0               0               0               -19.5641        -0.00285905     0               0               0               -0.591166       0               0               0               -9.98384        -0.0011984      0               0               0               -0.547733       0               0               0               -163.23         -13601.5        167455          0               0               0               167455          0               0               0               159118          62331.2         0               0               0               62330.9         0               0               0               62248           61912.6         35347.8         130257          0               0               0               130257          0               0               0               130043          136761          0               0               0               136761          0               0               0               119772          36752.5         0               0               0               36751.9         0               0               0               36581.2         348.341         460.79          607.611         
1.32444e+12     6.55632e-05     0               0               0               0.00143549      0               0               0               0.0666085       2.27452e-05     0               0               0               0.00470303      0               0               0               0.079526        4.14126e-06     0               0               0               0.00189278      0               0               0               0.601004        644.094         0.600423        0.689432        0.774759        27.6003         216.143         -0.0187376      0               0               0               -0.410256       0               0               0               -18.6815        -0.00276541     0               0               0               -0.571804       0               0               0               -9.65769        -0.00114781     0               0               0               -0.52461        0               0               0               -157.069        -12488.9        161373          0               0               0               161373          0               0               0               153608          61002.7         0               0               0               61002.5         0               0               0               60924.2         60614.3         35855.3         125269          0               0               0               125269          0               0               0               125072          131654          0               0               0               131654          0               0               0               115820          36339.1         0               0               0               36338.6         0               0               0               36177.3         351.924         462.021         603.27          
1.84144e+12     6.49178e-05     0               0               0               0.00142136      0               0               0               0.0660036       2.26487e-05     0               0               0               0.00468309      0               0               0               0.0791919       4.10849e-06     0               0               0               0.0018778       0               0               0               0.59759         643.4           0.603468        0.690224        0.771937        27.6464         216.017         -0.0178463      0               0               0               -0.39074        0               0               0               -17.8191        -0.00267172     0               0               0               -0.552431       0               0               0               -9.33129        -0.00109812     0               0               0               -0.501899       0               0               0               -150.963        -11329.9        155385          0               0               0               155385          0               0               0               148165          59661.2         0               0               0               59661           0               0               0               59587.2         59301.4         36265.3         120385          0               0               0               120385          0               0               0               120203          126646          0               0               0               126646          0               0               0               111915          35913           0               0               0               35912.5         0               0               0               35760.5         355.58          463.258         598.992         
2.56028e+12     6.42811e-05     0               0               0               0.00140742      0               0               0               0.065406        2.25522e-05     0               0               0               0.00466314      0               0               0               0.0788576       4.07601e-06     0               0               0               0.00186295      0               0               0               0.594186        642.683         0.60656         0.691019        0.769145        27.6927         215.898         -0.0169774      0               0               0               -0.371716       0               0               0               -16.9764        -0.00257797     0               0               0               -0.533046       0               0               0               -9.00461        -0.00104931     0               0               0               -0.47959        0               0               0               -144.911        -10125.2        149487          0               0               0               149487          0               0               0               142786          58306.4         0               0               0               58306.2         0               0               0               58236.7         57973.6         36580.1         115602          0               0               0               115602          0               0               0               115434          121734          0               0               0               121734          0               0               0               108055          35473.6         0               0               0               35473.1         0               0               0               35330.1         359.311         464.498         594.775         
3.55971e+12     6.3653e-05      0               0               0               0.00139367      0               0               0               0.0648157       2.24556e-05     0               0               0               0.00464317      0               0               0               0.078523        4.04382e-06     0               0               0               0.00184824      0               0               0               0.590792        641.942         0.609699        0.691817        0.766383        27.7393         215.786         -0.0161303      0               0               0               -0.35317        0               0               0               -16.1527        -0.00248415     0               0               0               -0.513647       0               0               0               -8.67765        -0.00100136     0               0               0               -0.457672       0               0               0               -138.912        -8875.55        143677          0               0               0               143677          0               0               0               137471          56938.1         0               0               0               56937.8         0               0               0               56872.7         56630.8         36801.7         110916          0               0               0               110916          0               0               0               110762          116915          0               0               0               116915          0               0               0               104238          35020.4         0               0               0               35020           0               0               0               34885.6         363.118         465.744         590.617         
4.94929e+12     6.30333e-05     0               0               0               0.0013801       0               0               0               0.0642324       2.2359e-05      0               0               0               0.00462319      0               0               0               0.0781881       4.01192e-06     0               0               0               0.00183366      0               0               0               0.587407        641.178         0.612888        0.692617        0.76365         27.7862         215.681         -0.0153043      0               0               0               -0.335086       0               0               0               -15.3477        -0.00239026     0               0               0               -0.494235       0               0               0               -8.35039        -0.000954239    0               0               0               -0.436137       0               0               0               -132.966        -7581.78        137952          0               0               0               137952          0               0               0               132216          55556           0               0               0               55555.8         0               0               0               55494.7         55272.8         36932.3         106325          0               0               0               106325          0               0               0               106184          112186          0               0               0               112185          0               0               0               100463          34552.8         0               0               0               34552.4         0               0               0               34426.4         367.005         466.994         586.517         
