# scale           Yd(0,0)         Yd(0,1)         Yd(0,2)         Yd(1,0)         Yd(1,1)         Yd(1,2)         Yd(2,0)         Yd(2,1)         Yd(2,2)         Ye(0,0)         Ye(0,1)         Ye(0,2)         Ye(1,0)         Ye(1,1)         Ye(1,2)         Ye(2,0)         Ye(2,1)         Ye(2,2)         Yu(0,0)         Yu(0,1)         Yu(0,2)         Yu(1,0)         Yu(1,1)         Yu(1,2)         Yu(2,0)         Yu(2,1)         Yu(2,2)         Mu              g1              g2              g3              vd              vu              TYd(0,0)        TYd(0,1)        TYd(0,2)        TYd(1,0)        TYd(1,1)        TYd(1,2)        TYd(2,0)        TYd(2,1)        TYd(2,2)        TYe(0,0)        TYe(0,1)        TYe(0,2)        TYe(1,0)        TYe(1,1)        TYe(1,2)        TYe(2,0)        TYe(2,1)        TYe(2,2)        TYu(0,0)        TYu(0,1)        TYu(0,2)        TYu(1,0)        TYu(1,1)        TYu(1,2)        TYu(2,0)        TYu(2,1)        TYu(2,2)        BMu             mq2(0,0)        mq2(0,1)        mq2(0,2)        mq2(1,0)        mq2(1,1)        mq2(1,2)        mq2(2,0)        mq2(2,1)        mq2(2,2)        ml2(0,0)        ml2(0,1)        ml2(0,2)        ml2(1,0)        ml2(1,1)        ml2(1,2)        ml2(2,0)        ml2(2,1)        ml2(2,2)        mHd2            mHu2            md2(0,0)        md2(0,1)        md2(0,2)        md2(1,0)        md2(1,1)        md2(1,2)        md2(2,0)        md2(2,1)        md2(2,2)        mu2(0,0)        mu2(0,1)        mu2(0,2)        mu2(1,0)        mu2(1,1)        mu2(1,2)        mu2(2,0)        mu2(2,1)        mu2(2,2)        me2(0,0)        me2(0,1)        me2(0,2)        me2(1,0)        me2(1,1)        me2(1,2)        me2(2,0)        me2(2,1)        me2(2,2)        MassB           MassWB          MassG           
480028          0.000108103     0               0               0               0.00236689      0               0               0               0.104955        2.70446e-05     0               0               0               0.00559198      0               0               0               0.0943555       6.05291e-06     0               0               0               0.00276649      0               0               0               0.770114        648.025         0.49804         0.656087        0.945772        25.7589         230.164         -0.101125       0               0               0               -2.21412        0               0               0               -93.1111        -0.00693882     0               0               0               -1.43471        0               0               0               -24.1148        -0.00486823     0               0               0               -2.22503        0               0               0               -511.65         -2738.22        604067          0               0               0               604065          0               0               0               528694          110079          0               0               0               110077          0               0               0               109632          104456          -134093         528732          0               0               0               528730          0               0               0               525471          537747          0               0               0               537745          0               0               0               386668          47212           0               0               0               47208.8         0               0               0               46299.9         239.178         409.906         889.859         
667413          0.000106738     0               0               0               0.002337        0               0               0               0.103762        2.69497e-05     0               0               0               0.00557238      0               0               0               0.0940299       5.99729e-06     0               0               0               0.00274107      0               0               0               0.765848        648.587         0.499778        0.656786        0.940679        25.7953         229.64          -0.0977515      0               0               0               -2.14024        0               0               0               -90.1892        -0.00684755     0               0               0               -1.41584        0               0               0               -23.8007        -0.00473497     0               0               0               -2.16412        0               0               0               -501.184        -4630.36        587913          0               0               0               587911          0               0               0               515457          109193          0               0               0               109192          0               0               0               108759          103863          -125447         513215          0               0               0               513214          0               0               0               510129          522216          0               0               0               522214          0               0               0               376926          47078.1         0               0               0               47075           0               0               0               46190.4         240.938         411.02          880.561         
927946          0.0001054       0               0               0               0.00230772      0               0               0               0.102591        2.68549e-05     0               0               0               0.00555276      0               0               0               0.0937042       5.9425e-06      0               0               0               0.00271603      0               0               0               0.761616        649.116         0.501534        0.657486        0.935666        25.8318         229.127         -0.0944926      0               0               0               -2.06889        0               0               0               -87.3602        -0.00675614     0               0               0               -1.39694        0               0               0               -23.486         -0.00460532     0               0               0               -2.10486        0               0               0               -490.9          -6426.89        572227          0               0               0               572225          0               0               0               502592          108300          0               0               0               108298          0               0               0               107877          103246          -117132         498179          0               0               0               498177          0               0               0               495258          507163          0               0               0               507161          0               0               0               367475          46941.2         0               0               0               46938.2         0               0               0               46077.6         242.72          412.133         871.455         
1.29018e+06     0.000104089     0               0               0               0.00227902      0               0               0               0.101442        2.676e-05       0               0               0               0.00553314      0               0               0               0.0933782       5.88853e-06     0               0               0               0.00269137      0               0               0               0.757419        649.613         0.503309        0.658188        0.930731        25.8686         228.626         -0.091344       0               0               0               -1.99995        0               0               0               -84.6203        -0.00666461     0               0               0               -1.37802        0               0               0               -23.1708        -0.00447912     0               0               0               -2.04719        0               0               0               -480.792        -8129.56        556990          0               0               0               556989          0               0               0               490082          107398          0               0               0               107396          0               0               0               106987          102606          -109135         483603          0               0               0               483601          0               0               0               480838          492568          0               0               0               492566          0               0               0               358300          46801.2         0               0               0               46798.2         0               0               0               45961.3         244.527         413.248         862.535         
1.79382e+06     0.000102804     0               0               0               0.00225088      0               0               0               0.100313        2.66651e-05     0               0               0               0.00551351      0               0               0               0.093052        5.83535e-06     0               0               0               0.00266706      0               0               0               0.753254        650.076         0.505103        0.658891        0.925873        25.9056         228.137         -0.088301       0               0               0               -1.93333        0               0               0               -81.9659        -0.00657295     0               0               0               -1.35907        0               0               0               -22.8551        -0.00435626     0               0               0               -1.99103        0               0               0               -470.851        -9740.05        542184          0               0               0               542182          0               0               0               477913          106487          0               0               0               106486          0               0               0               106088          101944          -101447         469468          0               0               0               469467          0               0               0               466853          478414          0               0               0               478413          0               0               0               349390          46658           0               0               0               46655.1         0               0               0               45841.4         246.358         414.362         853.795         
2.49406e+06     0.000101544     0               0               0               0.00222329      0               0               0               0.0992047       2.65701e-05     0               0               0               0.00549388      0               0               0               0.0927256       5.78294e-06     0               0               0               0.00264311      0               0               0               0.74912         650.508         0.506915        0.659597        0.921089        25.9427         227.658         -0.0853593      0               0               0               -1.86892        0               0               0               -79.3936        -0.00648119     0               0               0               -1.34009        0               0               0               -22.5389        -0.0042366      0               0               0               -1.93634        0               0               0               -461.073        -11260          527790          0               0               0               527788          0               0               0               466069          105568          0               0               0               105567          0               0               0               105180          101261          -94056.7        455758          0               0               0               455757          0               0               0               453284          464683          0               0               0               464681          0               0               0               340732          46511.5         0               0               0               46508.7         0               0               0               45717.9         248.213         415.478         845.229         
3.46765e+06     0.000100308     0               0               0               0.00219623      0               0               0               0.0981157       2.64751e-05     0               0               0               0.00547424      0               0               0               0.0923991       5.73128e-06     0               0               0               0.0026195       0               0               0               0.745017        650.907         0.508748        0.660303        0.916378        25.9801         227.191         -0.0825145      0               0               0               -1.80663        0               0               0               -76.9001        -0.00638932     0               0               0               -1.3211         0               0               0               -22.2222        -0.00412003     0               0               0               -1.88306        0               0               0               -451.45         -12691          513792          0               0               0               513791          0               0               0               454536          104641          0               0               0               104640          0               0               0               104264          100558          -86954.2        442455          0               0               0               442454          0               0               0               440114          451357          0               0               0               451356          0               0               0               332314          46361.6         0               0               0               46358.9         0               0               0               45590.6         250.094         416.595         836.834         
4.82129e+06     9.90962e-05     0               0               0               0.00216969      0               0               0               0.0970457       2.63801e-05     0               0               0               0.00545459      0               0               0               0.0920723       5.68035e-06     0               0               0               0.00259622      0               0               0               0.740943        651.275         0.510599        0.661012        0.911737        26.0177         226.735         -0.0797629      0               0               0               -1.74639        0               0               0               -74.4822        -0.00629735     0               0               0               -1.30208        0               0               0               -21.905         -0.00400642     0               0               0               -1.83114        0               0               0               -441.977        -14034.5        500174          0               0               0               500173          0               0               0               443303          103705          0               0               0               103704          0               0               0               103339          99834.9         -80130          429544          0               0               0               429543          0               0               0               427329          438421          0               0               0               438420          0               0               0               324127          46208.3         0               0               0               46205.7         0               0               0               45459.5         252.001         417.713         828.603         
6.70334e+06     9.79069e-05     0               0               0               0.00214365      0               0               0               0.0959942       2.6285e-05      0               0               0               0.00543493      0               0               0               0.0917454       5.63012e-06     0               0               0               0.00257326      0               0               0               0.736897        651.612         0.512472        0.661723        0.907166        26.0554         226.289         -0.0771005      0               0               0               -1.6881         0               0               0               -72.1372        -0.0062053      0               0               0               -1.28305        0               0               0               -21.5875        -0.00389568     0               0               0               -1.78053        0               0               0               -432.649        -15292.2        486921          0               0               0               486920          0               0               0               432356          102761          0               0               0               102759          0               0               0               102405          99092.3         -73575.1        417008          0               0               0               417007          0               0               0               414914          425860          0               0               0               425858          0               0               0               316161          46051.4         0               0               0               46048.9         0               0               0               45324.5         253.934         418.832         820.532         
9.32007e+06     9.67399e-05     0               0               0               0.0021181       0               0               0               0.0949607       2.61899e-05     0               0               0               0.00541527      0               0               0               0.0914183       5.58059e-06     0               0               0               0.00255062      0               0               0               0.732879        651.917         0.514364        0.662435        0.902661        26.0934         225.854         -0.0745237      0               0               0               -1.63168        0               0               0               -69.8621        -0.00611315     0               0               0               -1.264          0               0               0               -21.2695        -0.0037877      0               0               0               -1.73117        0               0               0               -423.461        -16465.4        474019          0               0               0               474018          0               0               0               421683          101807          0               0               0               101806          0               0               0               101463          98330.9         -67280.8        404835          0               0               0               404834          0               0               0               402854          413658          0               0               0               413657          0               0               0               308404          45890.9         0               0               0               45888.4         0               0               0               45185.4         255.895         419.953         812.617         
1.29583e+07     9.55945e-05     0               0               0               0.00209302      0               0               0               0.0939447       2.60948e-05     0               0               0               0.0053956       0               0               0               0.091091        5.53173e-06     0               0               0               0.00252829      0               0               0               0.728888        652.191         0.516278        0.663149        0.898223        26.1315         225.429         -0.0720293      0               0               0               -1.57706        0               0               0               -67.6542        -0.00602093     0               0               0               -1.24493        0               0               0               -20.9512        -0.00368238     0               0               0               -1.68304        0               0               0               -414.407        -17555.6        461453          0               0               0               461452          0               0               0               411273          100846          0               0               0               100844          0               0               0               100511          97551.2         -61239          393008          0               0               0               393007          0               0               0               391136          401802          0               0               0               401801          0               0               0               300849          45726.5         0               0               0               45724.1         0               0               0               45042.1         257.883         421.075         804.853         
1.80167e+07     9.44701e-05     0               0               0               0.0020684       0               0               0               0.0929457       2.59996e-05     0               0               0               0.00537593      0               0               0               0.0907636       5.48352e-06     0               0               0               0.00250625      0               0               0               0.724922        652.435         0.518213        0.663865        0.893848        26.1699         225.014         -0.0696138      0               0               0               -1.52418        0               0               0               -65.5111        -0.00592864     0               0               0               -1.22585        0               0               0               -20.6325        -0.00357962     0               0               0               -1.63607        0               0               0               -405.482        -18564.1        449212          0               0               0               449210          0               0               0               401116          99874.9         0               0               0               99873.7         0               0               0               99550.5         96753.5         -55441.7        381517          0               0               0               381516          0               0               0               379746          390279          0               0               0               390278          0               0               0               293486          45558.3         0               0               0               45555.9         0               0               0               44894.7         259.9           422.198         797.235         
2.50498e+07     9.33662e-05     0               0               0               0.00204423      0               0               0               0.0919633       2.59044e-05     0               0               0               0.00535625      0               0               0               0.090436        5.43594e-06     0               0               0               0.00248451      0               0               0               0.720981        652.649         0.52017         0.664582        0.889536        26.2084         224.61          -0.0672743      0               0               0               -1.47295        0               0               0               -63.4302        -0.00583627     0               0               0               -1.20675        0               0               0               -20.3135        -0.00347934     0               0               0               -1.59024        0               0               0               -396.683        -19492.3        437281          0               0               0               437280          0               0               0               391201          98895.3         0               0               0               98894.2         0               0               0               98581           95938.4         -49881.5        370347          0               0               0               370346          0               0               0               368674          379077          0               0               0               379075          0               0               0               286307          45386           0               0               0               45383.8         0               0               0               44742.8         261.946         423.323         789.761         
3.48282e+07     9.22822e-05     0               0               0               0.0020205       0               0               0               0.0909969       2.58092e-05     0               0               0               0.00533656      0               0               0               0.0901082       5.38899e-06     0               0               0               0.00246305      0               0               0               0.717064        652.833         0.522149        0.665302        0.885286        26.2472         224.215         -0.0650078      0               0               0               -1.42333        0               0               0               -61.4094        -0.00574384     0               0               0               -1.18764        0               0               0               -19.9941        -0.00338144     0               0               0               -1.54549        0               0               0               -388.005        -20341.6        425650          0               0               0               425649          0               0               0               381518          97906.8         0               0               0               97905.8         0               0               0               97602.3         95106.2         -44551.1        359487          0               0               0               359486          0               0               0               357906          368182          0               0               0               368181          0               0               0               279305          45209.7         0               0               0               45207.5         0               0               0               44586.5         264.022         424.451         782.425         
4.84239e+07     9.12175e-05     0               0               0               0.00199719      0               0               0               0.0900463       2.5714e-05      0               0               0               0.00531687      0               0               0               0.0897802       5.34265e-06     0               0               0               0.00244187      0               0               0               0.713171        652.986         0.524151        0.666023        0.881095        26.2862         223.83          -0.0628114      0               0               0               -1.37524        0               0               0               -59.4463        -0.00565135     0               0               0               -1.16852        0               0               0               -19.6745        -0.00328586     0               0               0               -1.50181        0               0               0               -379.444        -21113.1        414306          0               0               0               414305          0               0               0               372058          96909.4         0               0               0               96908.3         0               0               0               96614.5         94257.2         -39443.6        348926          0               0               0               348925          0               0               0               347432          357585          0               0               0               357583          0               0               0               272471          45029.1         0               0               0               45027           0               0               0               44425.5         266.129         425.58          775.224         
6.73268e+07     9.01716e-05     0               0               0               0.00197429      0               0               0               0.089111        2.56187e-05     0               0               0               0.00529717      0               0               0               0.0894521       5.29689e-06     0               0               0               0.00242096      0               0               0               0.7093          653.11          0.526176        0.666747        0.876962        26.3253         223.455         -0.0606825      0               0               0               -1.32863        0               0               0               -57.5388        -0.0055588      0               0               0               -1.14938        0               0               0               -19.3545        -0.0031925      0               0               0               -1.45914        0               0               0               -370.996        -21808.2        403240          0               0               0               403239          0               0               0               362812          95902.8         0               0               0               95901.8         0               0               0               95617.5         93391.9         -34552.5        338652          0               0               0               338651          0               0               0               337242          347273          0               0               0               347272          0               0               0               265799          44844.1         0               0               0               44842           0               0               0               44259.8         268.267         426.711         768.155         
9.36086e+07     8.9144e-05      0               0               0               0.00195179      0               0               0               0.0881906       2.55234e-05     0               0               0               0.00527746      0               0               0               0.0891238       5.25172e-06     0               0               0               0.00240031      0               0               0               0.705451        653.205         0.528224        0.667472        0.872887        26.3647         223.089         -0.0586185      0               0               0               -1.28344        0               0               0               -55.685         -0.00546621     0               0               0               -1.13023        0               0               0               -19.0343        -0.0031013      0               0               0               -1.41745        0               0               0               -362.658        -22428.1        392441          0               0               0               392440          0               0               0               353772          94887.2         0               0               0               94886.2         0               0               0               94611.1         92510.4         -29871.4        328655          0               0               0               328655          0               0               0               327324          337236          0               0               0               337235          0               0               0               259282          44654.6         0               0               0               44652.6         0               0               0               44089.3         270.438         427.844         761.213         
1.3015e+08      8.81343e-05     0               0               0               0.00192968      0               0               0               0.0872847       2.5428e-05      0               0               0               0.00525775      0               0               0               0.0887953       5.2071e-06      0               0               0               0.00237992      0               0               0               0.701623        653.27          0.530296        0.668199        0.868867        26.4043         222.732         -0.056617       0               0               0               -1.23962        0               0               0               -53.8829        -0.00537356     0               0               0               -1.11108        0               0               0               -18.7138        -0.00301218     0               0               0               -1.37672        0               0               0               -354.425        -22974          381898          0               0               0               381897          0               0               0               344929          93862.3         0               0               0               93861.4         0               0               0               93595.3         91613.1         -25394.2        318926          0               0               0               318925          0               0               0               317669          327465          0               0               0               327464          0               0               0               252913          44460.5         0               0               0               44458.6         0               0               0               43913.7         272.641         428.979         754.396         
1.80956e+08     8.71419e-05     0               0               0               0.00190795      0               0               0               0.086393        2.53327e-05     0               0               0               0.00523803      0               0               0               0.0884667       5.16303e-06     0               0               0               0.00235978      0               0               0               0.697816        653.307         0.532392        0.668928        0.864902        26.4441         222.385         -0.0546757      0               0               0               -1.19711        0               0               0               -52.1306        -0.00528086     0               0               0               -1.09191        0               0               0               -18.3931        -0.00292507     0               0               0               -1.33691        0               0               0               -346.296        -23447.1        371603          0               0               0               371602          0               0               0               336277          92828.1         0               0               0               92827.2         0               0               0               92570.1         90700.2         -21115.2        309454          0               0               0               309454          0               0               0               308269          317949          0               0               0               317949          0               0               0               246686          44261.5         0               0               0               44259.7         0               0               0               43733           274.879         430.117         747.7           
2.51594e+08     8.61665e-05     0               0               0               0.0018866       0               0               0               0.0855151       2.52373e-05     0               0               0               0.00521831      0               0               0               0.0881379       5.1195e-06      0               0               0               0.00233988      0               0               0               0.694029        653.315         0.534514        0.66966         0.86099         26.4841         222.047         -0.0527923      0               0               0               -1.15587        0               0               0               -50.4265        -0.00518813     0               0               0               -1.07274        0               0               0               -18.0721        -0.00283992     0               0               0               -1.29799        0               0               0               -338.266        -23848.5        361546          0               0               0               361545          0               0               0               327806          91784.5         0               0               0               91783.7         0               0               0               91535.3         89772           -17028.7        300231          0               0               0               300231          0               0               0               299113          308681          0               0               0               308680          0               0               0               240594          44057.7         0               0               0               44055.9         0               0               0               43547           277.15          431.257         741.122         
3.49807e+08     8.52075e-05     0               0               0               0.0018656       0               0               0               0.0846506       2.51419e-05     0               0               0               0.00519858      0               0               0               0.0878089       5.07649e-06     0               0               0               0.00232022      0               0               0               0.690261        653.294         0.536661        0.670393        0.85713         26.5242         221.718         -0.0509647      0               0               0               -1.11586        0               0               0               -48.7688        -0.00509535     0               0               0               -1.05356        0               0               0               -17.7509        -0.00275664     0               0               0               -1.25993        0               0               0               -330.332        -24179.4        351718          0               0               0               351718          0               0               0               319511          90731.5         0               0               0               90730.6         0               0               0               90490.8         88828.6         -13129.4        291248          0               0               0               291248          0               0               0               290193          299650          0               0               0               299649          0               0               0               234634          43848.7         0               0               0               43847           0               0               0               43355.6         279.458         432.399         734.659         
4.86358e+08     8.42645e-05     0               0               0               0.00184495      0               0               0               0.0837993       2.50464e-05     0               0               0               0.00517885      0               0               0               0.0874798       5.03399e-06     0               0               0               0.0023008       0               0               0               0.686512        653.245         0.538834        0.671128        0.853321        26.5647         221.398         -0.0491909      0               0               0               -1.07702        0               0               0               -47.1559        -0.00500253     0               0               0               -1.03436        0               0               0               -17.4294        -0.0026752      0               0               0               -1.2227         0               0               0               -322.493        -24440.9        342112          0               0               0               342112          0               0               0               311385          89668.9         0               0               0               89668           0               0               0               89436.6         87870.3         -9412.12        282497          0               0               0               282496          0               0               0               281502          290849          0               0               0               290848          0               0               0               228799          43634.5         0               0               0               43632.8         0               0               0               43158.5         281.802         433.544         728.308         
6.76214e+08     8.33372e-05     0               0               0               0.00182465      0               0               0               0.0829608       2.49509e-05     0               0               0               0.00515911      0               0               0               0.0871505       4.99199e-06     0               0               0               0.0022816       0               0               0               0.682781        653.168         0.541033        0.671865        0.849562        26.6053         221.086         -0.0474689      0               0               0               -1.03932        0               0               0               -45.5862        -0.00490968     0               0               0               -1.01517        0               0               0               -17.1078        -0.00259552     0               0               0               -1.18629        0               0               0               -314.744        -24634          332720          0               0               0               332719          0               0               0               303421          88596.6         0               0               0               88595.8         0               0               0               88372.6         86897.2         -5871.87        273969          0               0               0               273968          0               0               0               273032          282269          0               0               0               282268          0               0               0               223083          43414.8         0               0               0               43413.2         0               0               0               42955.7         284.183         434.692         722.066         
9.40183e+08     8.24252e-05     0               0               0               0.00180468      0               0               0               0.0821348       2.48554e-05     0               0               0               0.00513936      0               0               0               0.086821        4.95048e-06     0               0               0               0.00226263      0               0               0               0.679068        653.063         0.54326         0.672605        0.845852        26.6461         220.784         -0.045797       0               0               0               -1.00271        0               0               0               -44.0584        -0.00481679     0               0               0               -0.99596        0               0               0               -16.7859        -0.00251755     0               0               0               -1.15065        0               0               0               -307.084        -24759.9        323533          0               0               0               323532          0               0               0               295613          87514.6         0               0               0               87513.8         0               0               0               87298.7         85909.5         -2503.87        265656          0               0               0               265656          0               0               0               264774          273903          0               0               0               273902          0               0               0               217483          43189.5         0               0               0               43188           0               0               0               42746.9         286.602         435.843         715.93          
1.3072e+09      8.1528e-05      0               0               0               0.00178504      0               0               0               0.081321        2.47599e-05     0               0               0               0.00511961      0               0               0               0.0864914       4.90944e-06     0               0               0               0.00224387      0               0               0               0.675372        652.931         0.545514        0.673346        0.84219         26.6871         220.489         -0.0441732      0               0               0               -0.967163       0               0               0               -42.5709        -0.00472387     0               0               0               -0.976748       0               0               0               -16.4639        -0.00244124     0               0               0               -1.11577        0               0               0               -299.51         -24819.6        314544          0               0               0               314544          0               0               0               287955          86422.7         0               0               0               86422           0               0               0               86214.7         84907.3         696.485         257553          0               0               0               257552          0               0               0               256722          265743          0               0               0               265742          0               0               0               211993          42958.4         0               0               0               42956.9         0               0               0               42532           289.061         436.996         709.899         
